"chemIndex","porosity","sampleNum","freq","amp","strain","stresskpa","cycleLet","cycleNum","stiffness","stiffFrac","damping","dampFrac","nonlinear","strainRate"
"79","71","119",2,0.0253820869055473,-0.291338569409152,-61.8451867716675,"E",5000,0.561677904978773,1.01005759601992,-5.91309921881068,0.945478065486985,1.62020541611673,0.203056695244378
"79","71","119",2,0.0253820869055473,-0.291338569409152,-61.8451867716675,"F",6000,0.560399818308295,1.00775923046477,-5.91398429291013,0.942997304942771,1.53074935240138,0.203056695244378
"79","71","119",2,0.0253820869055473,-0.291338569409152,-61.8451867716675,"G",7000,0.555791102237767,0.999471440196236,-5.91383421463374,0.943417837281133,1.67713847672476,0.203056695244378
"79","71","119",2,0.0253820869055473,-0.291338569409152,-61.8451867716675,"H",8000,0.556196351163909,1.00020019372651,-5.91067656946779,0.952277205643284,1.63037278979143,0.203056695244378
"79","71","119",2,0.0253820869055473,-0.291338569409152,-61.8451867716675,"I",9000,0.554917579291367,0.997900595981984,-5.91867392037287,0.929881030487723,1.6661765331318,0.203056695244378
"79","71","119",2,0.0253820869055473,-0.291338569409152,-61.8451867716675,"J",10000,0.555214556089702,0.998434645244634,-5.91597962123559,0.937410852537344,1.59966656663329,0.203056695244378
"79","71","119",2,0.0253820869055473,-0.291338569409152,-61.8451867716675,"K",12500,0.560600725465411,1.0081205190224,-5.91566649664262,0.938286959659072,1.62771366260305,0.203056695244378
"79","71","119",2,0.0253820869055473,-0.291338569409152,-61.8451867716675,"L",15000,0.559324918499687,1.00582625302874,-5.91365827388661,0.943910900730187,1.56506773553248,0.203056695244378
"79","71","119",2,0.0253820869055473,-0.291338569409152,-61.8451867716675,"M",17500,0.560266062088949,1.00751869850835,-5.92352849668387,0.916352763240401,1.55145774718595,0.203056695244378
"79","71","119",2,0.0253820869055473,-0.291338569409152,-61.8451867716675,"N",20000,0.561098788217471,1.00901617837014,-5.92396382595461,0.91514205147504,1.56652415724779,0.203056695244378
"79","71","137",14.995652173913,0.022337381035514,-0.291331219921859,-58.8361850884574,"A",0,0.456510847370878,1,0.9307478545822,1,1.52557389027791,1.33985438593892
"79","71","137",14.995652173913,0.022337381035514,-0.291331219921859,-58.8361850884574,"B",250,0.447992122625443,0.981339491066872,0.932917769368747,1.00454313349425,1.5150102362711,1.33985438593892
"79","71","137",14.995652173913,0.022337381035514,-0.291331219921859,-58.8361850884574,"C",500,0.445066031091244,0.974929804306851,0.932732639041778,1.00415449059159,1.51029928617593,1.33985438593892
"79","71","137",14.995652173913,0.022337381035514,-0.291331219921859,-58.8361850884574,"D",750,0.443168749152474,0.97077375423773,0.932536600847351,1.00374316035887,1.50998246417126,1.33985438593892
"79","71","137",14.995652173913,0.022337381035514,-0.291331219921859,-58.8361850884574,"E",1000,0.441901652942201,0.967998143937186,0.932115811869074,1.00286098837617,1.50622825008976,1.33985438593892
"79","71","137",14.995652173913,0.022337381035514,-0.291331219921859,-58.8361850884574,"F",2000,0.438742368808589,0.961077642153259,0.931313225090324,1.00118115738348,1.50402931206081,1.33985438593892
"79","71","137",14.995652173913,0.022337381035514,-0.291331219921859,-58.8361850884574,"G",3000,0.436940314626435,0.957130191194465,0.930739207401185,0.999981948462187,1.51233372064588,1.33985438593892
"79","71","137",14.995652173913,0.022337381035514,-0.291331219921859,-58.8361850884574,"H",4000,0.435941723051031,0.954942747936205,0.930324448973559,0.99911660598523,1.50681957081448,1.33985438593892
"79","71","137",14.995652173913,0.022337381035514,-0.291331219921859,-58.8361850884574,"I",5000,0.435113818308865,0.953129199042604,0.930051241732515,0.998547118664512,1.50585878278156,1.33985438593892
"79","71","137",14.995652173913,0.022337381035514,-0.291331219921859,-58.8361850884574,"J",6000,0.434433867942263,0.951639748418335,0.929768024668149,0.997957206687283,1.509856596996,1.33985438593892
"79","71","137",14.995652173913,0.022337381035514,-0.291331219921859,-58.8361850884574,"K",7000,0.436335696143572,0.955805757204899,0.924469565145734,0.987002935682342,1.51286930738851,1.33985438593892
"79","71","137",14.995652173913,0.022337381035514,-0.291331219921859,-58.8361850884574,"L",8000,0.436430786503741,0.956014055344399,0.930018790068025,0.998479502461888,1.51848321666834,1.33985438593892
"79","71","137",14.995652173913,0.022337381035514,-0.291331219921859,-58.8361850884574,"M",9000,0.432463002652189,0.94732251192456,0.929342366998258,0.997071447405145,1.51249097081975,1.33985438593892
"79","71","137",14.995652173913,0.022337381035514,-0.291331219921859,-58.8361850884574,"N",10000,0.432095756757145,0.946518049342435,0.929294370929223,0.996971634803444,1.51185661125144,1.33985438593892
"79","71","139",0.5,0.0242817697326573,-0.692912955592465,-56.673020726237,"A",0,0.423273994505459,1,-2.87813023045271,1,1.49759996669277,0.0485635394653146
"79","71","139",0.5,0.0242817697326573,-0.692912955592465,-56.673020726237,"B",250,0.422714188639893,0.998677438555563,-2.88683924262547,0.965443601604007,1.56988244606461,0.0485635394653146
"79","71","139",0.5,0.0242817697326573,-0.692912955592465,-56.673020726237,"C",500,0.422927772777373,0.999182038744217,-2.8899811786273,0.953015463434363,1.56463475380925,0.0485635394653146
"79","71","139",0.5,0.0242817697326573,-0.692912955592465,-56.673020726237,"D",750,0.423378534574422,1.00024697966405,-2.8920819225528,0.944717038019504,1.55136205662342,0.0485635394653146
"79","71","139",0.5,0.0242817697326573,-0.692912955592465,-56.673020726237,"E",1000,0.423816918972492,1.00128267853466,-2.89366554510141,0.938467236670544,1.54228974746642,0.0485635394653146
"79","71","139",0.5,0.0242817697326573,-0.692912955592465,-56.673020726237,"F",2000,0.425063366339719,1.00422745516495,-2.89769570092198,0.922584643945215,1.52881071008274,0.0485635394653146
"79","71","139",0.5,0.0242817697326573,-0.692912955592465,-56.673020726237,"G",3000,0.426013944976464,1.00647323130306,-2.90013552576407,0.912984951067028,1.51872548830284,0.0485635394653146
"79","71","139",0.5,0.0242817697326573,-0.692912955592465,-56.673020726237,"H",4000,0.426777330075919,1.00827675599242,-2.90183486554052,0.906305577335025,1.51921195786746,0.0485635394653146
"79","71","139",0.5,0.0242817697326573,-0.692912955592465,-56.673020726237,"I",5000,0.427764706588369,1.01060946843228,-2.90312549085185,0.901236393179008,1.51304755213572,0.0485635394653146
"79","71","139",0.5,0.0242817697326573,-0.692912955592465,-56.673020726237,"J",6000,0.428155260177283,1.01153216529999,-2.90382011677477,0.898509431089285,1.53302444453172,0.0485635394653146
"79","71","139",0.5,0.0242817697326573,-0.692912955592465,-56.673020726237,"K",7000,0.427236082737882,1.00936057561734,-2.91529413989713,0.85359523430365,1.61430407455018,0.0485635394653146
"79","71","139",0.5,0.0242817697326573,-0.692912955592465,-56.673020726237,"L",8000,0.42640141750829,1.00738864906285,-2.9073463068578,0.884680409489596,1.57395681305509,0.0485635394653146
"79","71","139",0.5,0.0242817697326573,-0.692912955592465,-56.673020726237,"M",9000,0.429551175304197,1.01483006487576,-2.90151101898821,0.907578049605696,1.58754313016764,0.0485635394653146
"79","71","139",0.5,0.0242817697326573,-0.692912955592465,-56.673020726237,"N",10000,0.427844538612059,1.01079807445279,-2.90175293297288,0.906627491372801,1.59102692207328,0.0485635394653146
"79","71","140",15.0025641025641,0.0146732312628342,-0.291339941199689,-60.1688165576921,"A",0,0.464915723108591,1,0.923333405573867,1,1.52584530669258,0.880544370449668
"79","71","140",15.0025641025641,0.0146732312628342,-0.291339941199689,-60.1688165576921,"B",250,0.46112926625886,0.991855605948508,0.922869371644812,0.999036052889341,1.48675453923427,0.880544370449668
"79","71","140",15.0025641025641,0.0146732312628342,-0.291339941199689,-60.1688165576921,"C",500,0.45995247341005,0.989324409883679,0.922628443073989,0.998536033070521,1.48317102036472,0.880544370449668
"79","71","140",15.0025641025641,0.0146732312628342,-0.291339941199689,-60.1688165576921,"D",750,0.45930372463386,0.987928998319939,0.922398877309759,0.998059891367959,1.4837881742505,0.880544370449668
"79","71","140",15.0025641025641,0.0146732312628342,-0.291339941199689,-60.1688165576921,"E",1000,0.458935661279412,0.987137320740211,0.922364039710092,0.997987660016074,1.48384257166476,0.880544370449668
"79","71","140",15.0025641025641,0.0146732312628342,-0.291339941199689,-60.1688165576921,"F",2000,0.458501323943013,0.986203092632167,0.921209878041589,0.995598400157038,1.48862754239388,0.880544370449668
"79","71","140",15.0025641025641,0.0146732312628342,-0.291339941199689,-60.1688165576921,"G",3000,0.458516685487157,0.986236134199446,0.920787513932545,0.994725867434969,1.48768911085471,0.880544370449668
"79","71","140",15.0025641025641,0.0146732312628342,-0.291339941199689,-60.1688165576921,"H",4000,0.458578467226316,0.986369022239338,0.920440313361299,0.994009335611251,1.48591255040405,0.880544370449668
"79","71","140",15.0025641025641,0.0146732312628342,-0.291339941199689,-60.1688165576921,"I",5000,0.458710918167036,0.986653914606142,0.920055441814329,0.99321582459857,1.48771755977027,0.880544370449668
"79","71","140",15.0025641025641,0.0146732312628342,-0.291339941199689,-60.1688165576921,"J",6000,0.458663483499583,0.986551886076894,0.919906841709444,0.992909662161301,1.49140473274857,0.880544370449668
"79","71","140",15.0025641025641,0.0146732312628342,-0.291339941199689,-60.1688165576921,"K",7000,0.458938867921677,0.987144217995144,0.91956650871925,0.992208920266855,1.48976435386168,0.880544370449668
"79","71","140",15.0025641025641,0.0146732312628342,-0.291339941199689,-60.1688165576921,"L",8000,0.459176709000921,0.98765579690595,0.91922230892515,0.991500852909695,1.48824116990117,0.880544370449668
"79","71","140",15.0025641025641,0.0146732312628342,-0.291339941199689,-60.1688165576921,"M",9000,0.459236370228121,0.98778412387842,0.919158957905291,0.991370600595126,1.4840792868406,0.880544370449668
"79","71","140",15.0025641025641,0.0146732312628342,-0.291339941199689,-60.1688165576921,"N",10000,0.459438962585819,0.988219885345774,0.91895019165769,0.990941521639775,1.48768084830306,0.880544370449668
"79","71","144",2,0.0257442103669416,-0.29133741391286,-57.7204379246359,"A",0,0.481306726592933,1,0.371626284998872,1,1.69490166168256,0.205953682935533
"79","71","144",2,0.0257442103669416,-0.29133741391286,-57.7204379246359,"B",250,0.476441362913576,0.98989134493549,-5.91404177812866,0.992669096019762,1.68014645370832,0.205953682935533
"79","71","144",2,0.0257442103669416,-0.29133741391286,-57.7204379246359,"C",500,0.476153263786917,0.989292767955903,-5.91679118636053,0.984567252133979,1.71366321961272,0.205953682935533
"79","71","144",2,0.0257442103669416,-0.29133741391286,-57.7204379246359,"D",750,0.474213093265643,0.985261719948308,-5.9129779553548,0.995808545383181,1.6966598815203,0.205953682935533
"79","71","144",2,0.0257442103669416,-0.29133741391286,-57.7204379246359,"E",1000,0.475590253565272,0.988123014469118,-5.91918341514392,0.977531829616035,1.70367597726225,0.205953682935533
"79","71","144",2,0.0257442103669416,-0.29133741391286,-57.7204379246359,"F",2000,0.475542427644979,0.988023647646153,-5.91945786299922,0.976725513950288,1.76599597397799,0.205953682935533
"79","71","144",2,0.0257442103669416,-0.29133741391286,-57.7204379246359,"G",3000,0.476256405470373,0.989507063077406,-5.92088082485001,0.972547612031519,1.76277474961596,0.205953682935533
"79","71","144",2,0.0257442103669416,-0.29133741391286,-57.7204379246359,"H",4000,0.474575717553807,0.986015136154914,-5.92735147799691,0.953605835710271,1.80329696555567,0.205953682935533
"79","71","144",2,0.0257442103669416,-0.29133741391286,-57.7204379246359,"I",5000,0.471981663667525,0.980625529604754,-5.92539227556075,0.959331383610165,1.81775598524807,0.205953682935533
"79","71","144",2,0.0257442103669416,-0.29133741391286,-57.7204379246359,"J",6000,0.472821534185586,0.982370509410057,-5.91038312106984,1.00347706425127,1.82877854519824,0.205953682935533
"79","71","144",2,0.0257442103669416,-0.29133741391286,-57.7204379246359,"K",7000,0.473461526709073,0.983700207268255,-5.92806034378654,0.951536311417059,1.7452162547718,0.205953682935533
"79","71","144",2,0.0257442103669416,-0.29133741391286,-57.7204379246359,"L",8000,0.473036896396185,0.982817962559368,-5.91955336398376,0.976444975797227,1.76212846206385,0.205953682935533
"79","71","144",2,0.0257442103669416,-0.29133741391286,-57.7204379246359,"M",9000,0.470730334127776,0.978025670781655,-5.93079424963834,0.943564871081975,1.8074002232557,0.205953682935533
"79","71","144",2,0.0257442103669416,-0.29133741391286,-57.7204379246359,"N",10000,0.47222448165461,0.981130026994192,-5.92192328856301,0.969489735662858,1.76607538633298,0.205953682935533
"79","71","146",15,0.0224086346592254,-0.291437644791624,-61.7674425154134,"A",0,0.452464469056526,1,0.929416953168057,1,1.54454210571166,1.34451807955352
"79","71","146",15,0.0224086346592254,-0.291437644791624,-61.7674425154134,"B",250,0.444812800481554,0.983088907310385,0.929888570262831,1.00098438386918,1.55691280744766,1.34451807955352
"79","71","146",15,0.0224086346592254,-0.291437644791624,-61.7674425154134,"C",500,0.44207692597069,0.977042301006537,0.929760241486411,1.00071640610763,1.55335054412025,1.34451807955352
"79","71","146",15,0.0224086346592254,-0.291437644791624,-61.7674425154134,"D",750,0.440375140252153,0.973281153259212,0.929494640374386,1.0001620672334,1.55136006841579,1.34451807955352
"79","71","146",15,0.0224086346592254,-0.291437644791624,-61.7674425154134,"E",1000,0.439232548565669,0.97075589047147,0.929057432595933,0.999250424756187,1.55225600374816,1.34451807955352
"79","71","146",15,0.0224086346592254,-0.291437644791624,-61.7674425154134,"F",2000,0.436915196551054,0.965634268392621,0.927924195046645,0.996892415617735,1.54676359978121,1.34451807955352
"79","71","146",15,0.0224086346592254,-0.291437644791624,-61.7674425154134,"G",3000,0.435974659566458,0.96355557039771,0.927304389545953,0.995605757906741,1.5460251464345,1.34451807955352
"79","71","146",15,0.0224086346592254,-0.291437644791624,-61.7674425154134,"H",4000,0.435613957020007,0.962758375101462,0.926746459924713,0.994449366143132,1.54276873654261,1.34451807955352
"79","71","146",15,0.0224086346592254,-0.291437644791624,-61.7674425154134,"I",5000,0.435539592115838,0.9625940198664,0.926436898635838,0.993808495544904,1.54100447133511,1.34451807955352
"79","71","146",15,0.0224086346592254,-0.291437644791624,-61.7674425154134,"J",6000,0.435516281178449,0.96254249993725,0.926053826131499,0.993016168738453,1.53812588480585,1.34451807955352
"79","71","146",15,0.0224086346592254,-0.291437644791624,-61.7674425154134,"K",7000,0.43546614001107,0.962431682025991,0.925879926791041,0.992656750960576,1.54038000205819,1.34451807955352
"79","71","146",15,0.0224086346592254,-0.291437644791624,-61.7674425154134,"L",8000,0.435438547387816,0.962370699064585,0.92573209841793,0.992351347705381,1.540822969245,1.34451807955352
"79","71","146",15,0.0224086346592254,-0.291437644791624,-61.7674425154134,"M",9000,0.435564071714089,0.9626481226743,0.925407734247348,0.991681653956294,1.53956618278866,1.34451807955352
"79","71","146",15,0.0224086346592254,-0.291437644791624,-61.7674425154134,"N",10000,0.435595621662835,0.962717851793166,0.925257266782075,0.991371189380766,1.53842284924122,1.34451807955352
"79","71","167",10,0.0780122805457468,-0.291304184028577,-70.557869817436,"A",0,0.481892191730405,1,0.740596454657348,1,1.71923190258465,3.12049122182987
"79","71","167",10,0.0780122805457468,-0.291304184028577,-70.557869817436,"B",250,0.443745640923308,0.920840072817702,0.750540542062829,1.02015214341847,1.69307562840633,3.12049122182987
"79","71","167",10,0.0780122805457468,-0.291304184028577,-70.557869817436,"C",500,0.431196771998941,0.894799250534806,0.749620457988332,1.01827193359078,1.69714851602045,3.12049122182987
"79","71","167",10,0.0780122805457468,-0.291304184028577,-70.557869817436,"D",750,0.423717130370916,0.879277850195932,0.748620348575906,1.01623184007588,1.69858050611429,3.12049122182987
"79","71","167",10,0.0780122805457468,-0.291304184028577,-70.557869817436,"E",1000,0.418750084086499,0.868970469479549,0.747788129630165,1.01453710909783,1.69941485501976,3.12049122182987
"79","71","167",10,0.0780122805457468,-0.291304184028577,-70.557869817436,"F",2000,0.409336111953256,0.849435037499548,0.745659473983804,1.0102141888783,1.70426292068245,3.12049122182987
"79","71","167",10,0.0780122805457468,-0.291304184028577,-70.557869817436,"G",3000,0.405563313120048,0.841605902896516,0.744601559356135,1.00807207165772,1.7055899303457,3.12049122182987
"79","71","167",10,0.0780122805457468,-0.291304184028577,-70.557869817436,"H",4000,0.403375742688034,0.837066359675949,0.743962142805489,1.00677937410379,1.7064773305548,3.12049122182987
"79","71","167",10,0.0780122805457468,-0.291304184028577,-70.557869817436,"I",5050,0.401704150332266,0.833597549878958,0.74353254632081,1.00591172045685,1.70868470307752,3.12049122182987
"79","71","167",10,0.0780122805457468,-0.291304184028577,-70.557869817436,"J",6050,0.400225402338528,0.830528921627421,0.743244382981863,1.00533010261755,1.70847934453197,3.12049122182987
"79","71","167",10,0.0780122805457468,-0.291304184028577,-70.557869817436,"K",7050,0.398908509168047,0.827796166888749,0.742960654590684,1.00475773702288,1.70907926339815,3.12049122182987
"79","71","167",10,0.0780122805457468,-0.291304184028577,-70.557869817436,"L",8050,0.397731183733035,0.825353036547116,0.742750285828129,1.00433355245672,1.70980657449344,3.12049122182987
"79","71","167",10,0.0780122805457468,-0.291304184028577,-70.557869817436,"M",9050,0.396638550371875,0.823085655211809,0.742497971648025,1.00382500582438,1.71042312137574,3.12049122182987
"79","71","167",10,0.0780122805457468,-0.291304184028577,-70.557869817436,"N",10050,0.395620733108737,0.820973528722514,0.742339193936436,1.00350510540332,1.71097826486577,3.12049122182987
"79","81","104",0.5,0.0241522933465916,-0.527557694225326,-6.80132236680395,"A",0,0.0632669385201826,1,0.2978859904848,1,1.5260460684554,0.0483045866931832
"79","81","104",0.5,0.0241522933465916,-0.527557694225326,-6.80132236680395,"B",2000,0.0623366492319718,0.985295806783602,-6.00070422611138,0.945349167506281,1.51622177086488,0.0483045866931832
"79","81","104",0.5,0.0241522933465916,-0.527557694225326,-6.80132236680395,"C",3000,0.0621778041725474,0.982785094820295,-6.0024023774168,0.939355125684585,1.53277397338733,0.0483045866931832
"79","81","104",0.5,0.0241522933465916,-0.527557694225326,-6.80132236680395,"D",4000,0.0622080703147457,0.983263482788896,-6.00377692103794,0.934507636035623,1.51991324996592,0.0483045866931832
"79","81","104",0.5,0.0241522933465916,-0.527557694225326,-6.80132236680395,"E",5000,0.0623564460526378,0.985608716197729,-6.00485862314159,0.930695574873579,1.51876812341688,0.0483045866931832
"79","81","104",0.5,0.0241522933465916,-0.527557694225326,-6.80132236680395,"F",6000,0.0626864817937964,0.990825275571047,-6.00576393032355,0.927506964073109,1.51308127952426,0.0483045866931832
"79","81","104",0.5,0.0241522933465916,-0.527557694225326,-6.80132236680395,"G",7000,0.0629717505904936,0.995334246660366,-6.00674331754898,0.924059284296405,1.51451044986241,0.0483045866931832
"79","81","104",0.5,0.0241522933465916,-0.527557694225326,-6.80132236680395,"H",8000,0.0633743502441029,1.00169775441064,-6.00707297069763,0.922899256790398,1.53527407101316,0.0483045866931832
"79","81","104",0.5,0.0241522933465916,-0.527557694225326,-6.80132236680395,"I",9000,0.0637207774735891,1.00717339836606,-6.00817540131665,0.919021449017158,1.53982771293355,0.0483045866931832
"79","81","104",0.5,0.0241522933465916,-0.527557694225326,-6.80132236680395,"J",10000,0.0640394332473204,1.01221008547603,-6.00900647489019,0.916099736604109,1.53810282159921,0.0483045866931832
"79","81","104",0.5,0.0241522933465916,-0.527557694225326,-6.80132236680395,"K",15000,0.0646273613977812,1.02150290356099,-6.02433174767411,0.862461997302275,1.63260513030331,0.0483045866931832
"79","81","104",0.5,0.0241522933465916,-0.527557694225326,-6.80132236680395,"L",20000,0.0640358387392081,1.01215327052344,-6.00309815383239,0.936900909277709,1.58215926195315,0.0483045866931832
"79","81","104",0.5,0.0241522933465916,-0.527557694225326,-6.80132236680395,"M",25000,0.0639130262848055,1.01021209149257,-6.00901489713741,0.916070134449571,1.56504715641112,0.0483045866931832
"79","81","104",0.5,0.0241522933465916,-0.527557694225326,-6.80132236680395,"N",30000,0.0638623664868477,1.00941136050823,-6.01327843177073,0.90110273786794,1.56383721362662,0.0483045866931832
"79","81","113",0.5,0.0242587537337642,-0.527559985210854,-5.40974125626341,"A",0,0.0506526552032871,1,0.404254628576493,1,1.52313931710461,0.0485175074675284
"79","81","113",0.5,0.0242587537337642,-0.527559985210854,-5.40974125626341,"B",2000,0.0499187177045524,0.985510384484502,-5.88637412625341,0.979481869204961,1.59430240760753,0.0485175074675284
"79","81","113",0.5,0.0242587537337642,-0.527559985210854,-5.40974125626341,"C",3000,0.0501141367531051,0.98936840629537,-5.88904693784861,0.972145484075075,1.581061569805,0.0485175074675284
"79","81","113",0.5,0.0242587537337642,-0.527559985210854,-5.40974125626341,"D",4000,0.0504270156881576,0.99554535662101,-5.89209382760138,0.963802185412715,1.58846833050119,0.0485175074675284
"79","81","113",0.5,0.0242587537337642,-0.527559985210854,-5.40974125626341,"E",5000,0.0506081854138319,0.999122064000855,-5.89320936722124,0.960752751631833,1.60872509476981,0.0485175074675284
"79","81","113",0.5,0.0242587537337642,-0.527559985210854,-5.40974125626341,"F",6000,0.0507515856374044,1.00195311447584,-5.89166607796326,0.964972223576042,1.60186288805606,0.0485175074675284
"79","81","113",0.5,0.0242587537337642,-0.527559985210854,-5.40974125626341,"G",7000,0.0510832213892165,1.00850036753654,-5.89594567559257,0.953284605671252,1.60113077359963,0.0485175074675284
"79","81","113",0.5,0.0242587537337642,-0.527559985210854,-5.40974125626341,"H",8000,0.0513606179450498,1.01397681402725,-5.89503779996252,0.955760596660741,1.64491476319713,0.0485175074675284
"79","81","113",0.5,0.0242587537337642,-0.527559985210854,-5.40974125626341,"I",9000,0.0514355271837197,1.01545569481581,-5.89727879072171,0.949652206161688,1.6365178311862,0.0485175074675284
"79","81","113",0.5,0.0242587537337642,-0.527559985210854,-5.40974125626341,"J",10000,0.0514765578770263,1.01626573514128,-5.89714139513308,0.950026392084333,1.62668806527904,0.0485175074675284
"79","81","113",0.5,0.0242587537337642,-0.527559985210854,-5.40974125626341,"K",15000,0.051789453636232,1.02244301761443,-5.89997233527039,0.942324962715649,1.59505489843908,0.0485175074675284
"79","81","114",0.5,0.0243005514461838,-0.448819060669503,-4.23831237647003,"A",0,0.0360534244263461,1,0.374716057548008,1,1.56153536113802,0.0486011028923676
"79","81","114",0.5,0.0243005514461838,-0.448819060669503,-4.23831237647003,"B",2000,0.0374866037479655,1.03975154494817,-5.92405493325294,0.954517179188834,1.54361380811092,0.0486011028923676
"79","81","114",0.5,0.0243005514461838,-0.448819060669503,-4.23831237647003,"C",3000,0.0378437833784026,1.0496584993116,-5.92632121253838,0.947948433211461,1.53826251961799,0.0486011028923676
"79","81","114",0.5,0.0243005514461838,-0.448819060669503,-4.23831237647003,"D",4000,0.0380344364218831,1.05494656962708,-5.92763435271137,0.944147414908852,1.53171842873755,0.0486011028923676
"79","81","114",0.5,0.0243005514461838,-0.448819060669503,-4.23831237647003,"E",5000,0.0382033349949613,1.05963124454398,-5.92906647397291,0.940006216858846,1.54198788953815,0.0486011028923676
"79","81","114",0.5,0.0243005514461838,-0.448819060669503,-4.23831237647003,"F",6000,0.0383253364266087,1.06301515144293,-5.92947541238312,0.938824514280048,1.55217855551462,0.0486011028923676
"79","81","114",0.5,0.0243005514461838,-0.448819060669503,-4.23831237647003,"G",7000,0.038512325640939,1.06820159953505,-5.93062544242262,0.935503202303838,1.52436654944311,0.0486011028923676
"79","81","114",0.5,0.0243005514461838,-0.448819060669503,-4.23831237647003,"H",8000,0.0387153506103994,1.07383282521446,-5.93136498475786,0.933368872860501,1.52316206098396,0.0486011028923676
"79","81","114",0.5,0.0243005514461838,-0.448819060669503,-4.23831237647003,"I",9000,0.0390018442800828,1.08177919020591,-5.93266335180775,0.929624567995323,1.52866201754454,0.0486011028923676
"79","81","114",0.5,0.0243005514461838,-0.448819060669503,-4.23831237647003,"J",10000,0.0392793468487746,1.08947617247895,-5.9336494595903,0.926783149293686,1.53087972976738,0.0486011028923676
"79","81","114",0.5,0.0243005514461838,-0.448819060669503,-4.23831237647003,"K",15000,0.0406105568351209,1.12639943309919,-5.93826075185013,0.913522922958919,1.54786530128972,0.0486011028923676
"79","81","114",0.5,0.0243005514461838,-0.448819060669503,-4.23831237647003,"L",20000,0.0412389173324503,1.14382802711841,-5.94125581280462,0.904933876466182,1.63515356282897,0.0486011028923676
"79","81","120",2,0.0243195517464562,-0.448819661370824,-4.68302685576001,"A",0,0.0404983937078171,1,0.497030046142077,1,1.67102894981855,0.194556413971649
"79","81","120",2,0.0243195517464562,-0.448819661370824,-4.68302685576001,"B",2000,0.0412725316358046,1.01911527488158,-5.79826526635263,0.971293521756109,1.61524760199538,0.194556413971649
"79","81","120",2,0.0243195517464562,-0.448819661370824,-4.68302685576001,"C",3000,0.04146773817495,1.02393538060118,-5.80039370754419,0.966286149713271,1.62173343104925,0.194556413971649
"79","81","120",2,0.0243195517464562,-0.448819661370824,-4.68302685576001,"D",4000,0.0415590575090892,1.0261902684073,-5.80173853554727,0.963128065326461,1.62217731006153,0.194556413971649
"79","81","120",2,0.0243195517464562,-0.448819661370824,-4.68302685576001,"E",5000,0.0416901023646748,1.0294260721908,-5.80294074699238,0.960308644826272,1.62235027976762,0.194556413971649
"79","81","120",2,0.0243195517464562,-0.448819661370824,-4.68302685576001,"F",6000,0.0418246819075446,1.03274915566519,-5.80402966293896,0.95775797073893,1.65098950590583,0.194556413971649
"79","81","120",2,0.0243195517464562,-0.448819661370824,-4.68302685576001,"G",7000,0.0419240904341114,1.03520378453971,-5.80506102545467,0.955344769572363,1.65874259963461,0.194556413971649
"79","81","120",2,0.0243195517464562,-0.448819661370824,-4.68302685576001,"H",8000,0.0420406389570548,1.03808163998712,-5.80584580188854,0.953510262890722,1.63108299102649,0.194556413971649
"79","81","120",2,0.0243195517464562,-0.448819661370824,-4.68302685576001,"I",9000,0.0421640157856678,1.04112810226172,-5.8065442534789,0.951878802820084,1.64582822877879,0.194556413971649
"79","81","120",2,0.0243195517464562,-0.448819661370824,-4.68302685576001,"J",10000,0.0422277946726136,1.04270295205468,-5.80709254441389,0.950598915939811,1.62229158434967,0.194556413971649
"79","81","123",10,0.0231555007961671,-0.527568461008089,-5.73014134816581,"A",0,0.116441864142913,1,0.497455165049476,1,1.51737409187163,0.926220031846683
"79","81","123",10,0.0231555007961671,-0.527568461008089,-5.73014134816581,"B",2000,0.115907628187872,0.995411994139969,0.493791386184487,0.991280609050873,1.511617981725,0.926220031846683
"79","81","123",10,0.0231555007961671,-0.527568461008089,-5.73014134816581,"C",3000,0.115804311394496,0.994524711940077,0.49346336647865,0.990501638729132,1.51353265305822,0.926220031846683
"79","81","123",10,0.0231555007961671,-0.527568461008089,-5.73014134816581,"D",4000,0.115664872888911,0.993327217322386,0.493445814107151,0.990459963688014,1.50409329184291,0.926220031846683
"79","81","123",10,0.0231555007961671,-0.527568461008089,-5.73014134816581,"E",5000,0.115622501111017,0.992963329486975,0.493168659597152,0.989802012970288,1.50918664229683,0.926220031846683
"79","81","123",10,0.0231555007961671,-0.527568461008089,-5.73014134816581,"F",6000,0.115520491244226,0.992087271141969,0.493198665264746,0.989873235435863,1.49899171858637,0.926220031846683
"79","81","123",10,0.0231555007961671,-0.527568461008089,-5.73014134816581,"G",7000,0.115457281374933,0.991544426266041,0.493224604703131,0.989934808014011,1.508244647846,0.926220031846683
"79","81","123",10,0.0231555007961671,-0.527568461008089,-5.73014134816581,"H",8000,0.115379642138498,0.990877662323314,0.493417083508086,0.990391749595478,1.50864476299046,0.926220031846683
"79","81","123",10,0.0231555007961671,-0.527568461008089,-5.73014134816581,"I",9000,0.115344991327382,0.99058008196962,0.493289928571826,0.990089875223984,1.50322967011674,0.926220031846683
"79","81","123",10,0.0231555007961671,-0.527568461008089,-5.73014134816581,"J",10000,0.115276269271119,0.989989898561202,0.493302673414654,0.990120130476843,1.50633592814673,0.926220031846683
"79","81","123",10,0.0231555007961671,-0.527568461008089,-5.73014134816581,"K",12500,0.115068028365051,0.988201530540803,0.493628080703844,0.9908927622398,1.5053141155508,0.926220031846683
