"chemIndex","porosity","sampleNum","freq","amp","strain","stresskpa","cycleLet","cycleNum","stiffness","stiffFrac","damping","dampFrac","nonlinear","strainRate"
"79","71","116",10,0.0238214217216163,-0.29134057453917,-62.4511562822784,"I",9000,0.549533700623828,0.972643553430616,0.717251860359704,0.98240272941362,1.54480926180865,0.952856868864652
"79","71","116",10,0.0238214217216163,-0.29134057453917,-62.4511562822784,"J",10000,0.550242524326318,0.973898131273545,0.721980650908729,0.991819761671182,1.53828624232669,0.952856868864652
"79","71","116",10,0.0238214217216163,-0.29134057453917,-62.4511562822784,"K",12500,0.549489046991136,0.972564519027583,0.717855203620198,0.983599907854837,1.5502527331405,0.952856868864652
"79","71","116",10,0.0238214217216163,-0.29134057453917,-62.4511562822784,"L",15000,0.551451503315356,0.976037955671187,0.72421032369644,0.996287223197366,1.53479303850872,0.952856868864652
"79","71","116",10,0.0238214217216163,-0.29134057453917,-62.4511562822784,"M",17500,0.553412480222882,0.979508773830957,0.720542564946688,0.988947652391962,1.54984302782227,0.952856868864652
"79","71","116",10,0.0238214217216163,-0.29134057453917,-62.4511562822784,"N",20000,0.553489136157809,0.97964445049802,0.707378410321735,0.962988299381649,1.53915000916661,0.952856868864652
"79","71","117",5,0.0252721022219721,-0.291340283782725,-62.4716729789663,"A",0,0.618590385923237,1,0.517391149454281,1,1.59679627224063,0.505442044439442
"79","71","117",5,0.0252721022219721,-0.291340283782725,-62.4716729789663,"B",2000,0.608156203250753,0.98313232324665,0.496061394658619,0.950969303188364,1.63535108480827,0.505442044439442
"79","71","117",5,0.0252721022219721,-0.291340283782725,-62.4716729789663,"C",3000,0.609775054525243,0.985749323625783,0.513488225866078,0.990940882617773,1.56909688192973,0.505442044439442
"79","71","117",5,0.0252721022219721,-0.291340283782725,-62.4716729789663,"D",4000,0.614612344563646,0.993569183339871,0.509464552992752,0.981643144299576,1.61415370878681,0.505442044439442
"79","71","117",5,0.0252721022219721,-0.291340283782725,-62.4716729789663,"E",5000,0.611295342368446,0.988206988467978,0.505922346012397,0.973492495887774,1.56560428028519,0.505442044439442
"79","71","117",5,0.0252721022219721,-0.291340283782725,-62.4716729789663,"F",6000,0.61267466865496,0.990436777869661,0.509851979877241,0.982536570659088,1.61561074938913,0.505442044439442
"79","71","117",5,0.0252721022219721,-0.291340283782725,-62.4716729789663,"G",7000,0.608625882473064,0.98389159664145,0.513592151440996,0.991181587314868,1.58966870395203,0.505442044439442
"79","71","117",5,0.0252721022219721,-0.291340283782725,-62.4716729789663,"H",8000,0.614098971218189,0.992739274959237,0.510700126975243,0.984493793874054,1.55379206709803,0.505442044439442
"79","71","117",5,0.0252721022219721,-0.291340283782725,-62.4716729789663,"I",9000,0.610757879066653,0.98733813677868,0.506688371083762,0.975252406896523,1.55151555164298,0.505442044439442
"79","71","117",5,0.0252721022219721,-0.291340283782725,-62.4716729789663,"J",10000,0.614912166460422,0.99405386901168,0.504433492012142,0.970076182984369,1.54879605487799,0.505442044439442
"79","71","117",5,0.0252721022219721,-0.291340283782725,-62.4716729789663,"K",12500,0.61536200787057,0.994781073023228,0.501972321202929,0.964441090790353,1.54905851193458,0.505442044439442
"79","71","117",5,0.0252721022219721,-0.291340283782725,-62.4716729789663,"L",15000,0.611098449335064,0.987888695397374,0.506987438786048,0.97593990873612,1.57045788676724,0.505442044439442
"79","71","117",5,0.0252721022219721,-0.291340283782725,-62.4716729789663,"M",17500,0.618447097758008,0.999768363413838,0.502996163410759,0.966783423752583,1.55426332147394,0.505442044439442
"79","71","117",5,0.0252721022219721,-0.291340283782725,-62.4716729789663,"N",20000,0.614034879616034,0.992635665844688,0.494240728178904,0.946837151866558,1.58496387683102,0.505442044439442
"79","71","119",2,0.0253820869055473,-0.291338569409152,-61.8451867716675,"A",0,0.556085026430213,1,0.389383501073453,1,1.68634719325726,0.203056695244378
"79","71","119",2,0.0253820869055473,-0.291338569409152,-61.8451867716675,"B",2000,0.556877001258945,1.00142419736387,-5.91651392674493,0.935916379265025,1.57715478618293,0.203056695244378
"79","71","119",2,0.0253820869055473,-0.291338569409152,-61.8451867716675,"C",3000,0.551381340298983,0.991541426386852,-5.91225236822275,0.94785328530127,1.73132394294535,0.203056695244378
"79","71","119",2,0.0253820869055473,-0.291338569409152,-61.8451867716675,"D",4000,0.560275925857051,1.00753643638589,-5.91375459823204,0.943640949175845,1.55959769466033,0.203056695244378
